name,bytes,build,threads,mode,time,reads_per_sec,mapped,matches
"BatchingFm<FlatTextWithRankSupport<i64>>",2080768656,7.147921538,6,Batch,0.469145588,2131534.48647587,148339,4280960
"BatchingFm<FlatTextWithRankSupport<i64>>",2080768656,7.147921538,6,Sequential,1.033493443,967592.01209562,148339,4280960
"BatchingFm<FlatTextWithRankSupport<i64>>",2080768656,7.147921538,12,Prefetch,0.199794158,5005151.351822809,148339,4280960
"BatchingFm<FlatTextWithRankSupport<i64>>",2080768656,7.147921538,12,Batch,0.399958264,2500260.877219929,148339,4280960
"BatchingFm<FlatTextWithRankSupport<i64>>",2080768656,7.147921538,12,Sequential,0.570124142,1754003.9551596467,148339,4280960
"BatchingFm<FlatTextWithRankSupport<i64, Block512>>",1611499536,7.224365283,1,Prefetch,1.684515222,593642.6022987877,148339,4280960
"BatchingFm<FlatTextWithRankSupport<i64, Block512>>",1611499536,7.224365283,1,Batch,4.430797143,225693.0226606856,148339,4280960
"BatchingFm<FlatTextWithRankSupport<i64, Block512>>",1611499536,7.224365283,1,Sequential,4.8650594510000005,205547.33401961872,148339,4280960
"BatchingFm<FlatTextWithRankSupport<i64, Block512>>",1611499536,7.224365283,6,Prefetch,0.303594191,3293870.6656610565,148339,4280960
"BatchingFm<FlatTextWithRankSupport<i64, Block512>>",1611499536,7.224365283,6,Batch,0.790297344,1265346.5275975924,148339,4280960
"BatchingFm<FlatTextWithRankSupport<i64, Block512>>",1611499536,7.224365283,6,Sequential,0.837624421,1193852.4891694866,148339,4280960
"BatchingFm<FlatTextWithRankSupport<i64, Block512>>",1611499536,7.224365283,12,Prefetch,0.262390465,3811114.0966955484,148339,4280960
"BatchingFm<FlatTextWithRankSupport<i64, Block512>>",1611499536,7.224365283,12,Batch,0.48113355,2078425.0027876874,148339,4280960
"BatchingFm<FlatTextWithRankSupport<i64, Block512>>",1611499536,7.224365283,12,Sequential,0.537090787,1861882.616876837,148339,4280960
"BatchingFm<CondensedTextWithRankSupport<i64>>",1171556944,8.057371759,1,Prefetch,1.537778412,650288.7491439176,148339,4280960
"BatchingFm<CondensedTextWithRankSupport<i64>>",1171556944,8.057371759,1,Batch,2.8699965990000003,348432.4686476745,148339,4280960
"BatchingFm<CondensedTextWithRankSupport<i64>>",1171556944,8.057371759,1,Sequential,4.418885243,226301.4187988045,148339,4280960
"BatchingFm<CondensedTextWithRankSupport<i64>>",1171556944,8.057371759,6,Prefetch,0.389205984,2569333.569136491,148339,4280960
"BatchingFm<CondensedTextWithRankSupport<i64>>",1171556944,8.057371759,6,Batch,0.729998508,1369865.8134791695,148339,4280960
"BatchingFm<CondensedTextWithRankSupport<i64>>",1171556944,8.057371759,6,Sequential,0.852299506,1173296.4679202805,148339,4280960
"BatchingFm<CondensedTextWithRankSupport<i64>>",1171556944,8.057371759,12,Prefetch,0.28623205,3493668.860632483,148339,4280960
"BatchingFm<CondensedTextWithRankSupport<i64>>",1171556944,8.057371759,12,Batch,0.538033905,1858618.928485557,148339,4280960
"BatchingFm<CondensedTextWithRankSupport<i64>>",1171556944,8.057371759,12,Sequential,0.510501369,1958858.6059208002,148339,4280960
"BatchingFm<CondensedTextWithRankSupport<i64, Block512>>",830602768,8.274733889,1,Prefetch,2.660353409,375889.90869295446,148339,4280960
"BatchingFm<CondensedTextWithRankSupport<i64, Block512>>",830602768,8.274733889,1,Batch,4.139479066,241576.29113614655,148339,4280960
"BatchingFm<CondensedTextWithRankSupport<i64, Block512>>",830602768,8.274733889,1,Sequential,5.40738554,184932.25471028648,148339,4280960
"BatchingFm<CondensedTextWithRankSupport<i64, Block512>>",830602768,8.274733889,6,Prefetch,0.576156204,1735640.4271227808,148339,4280960
"BatchingFm<CondensedTextWithRankSupport<i64, Block512>>",830602768,8.274733889,6,Batch,0.910419671,1098394.5446846567,148339,4280960
"BatchingFm<CondensedTextWithRankSupport<i64, Block512>>",830602768,8.274733889,6,Sequential,1.115774871,896238.1444419535,148339,4280960
"BatchingFm<CondensedTextWithRankSupport<i64, Block512>>",830602768,8.274733889,12,Prefetch,0.440630436,2269475.547531174,148339,4280960
"BatchingFm<CondensedTextWithRankSupport<i64, Block512>>",830602768,8.274733889,12,Batch,0.640934462,1560221.9248432298,148339,4280960
"BatchingFm<CondensedTextWithRankSupport<i64, Block512>>",830602768,8.274733889,12,Sequential,0.65313321,1531081.2322650077,148339,4280960
"FmIndex<i64, FlatTextWithRankSupport<i64>>",2625399568,120.697275765,1,Prefetch,2.431009853,411351.6852948765,148339,4280960
"FmIndex<i64, FlatTextWithRankSupport<i64>>",2625399568,120.697275765,1,Batch,2.431577809,411255.6037889059,148339,4280960
"FmIndex<i64, FlatTextWithRankSupport<i64>>",2625399568,120.697275765,1,Sequential,4.062789454,246136.30888882387,148339,4280960
"FmIndex<i64, FlatTextWithRankSupport<i64>>",2625399568,120.697275765,6,Prefetch,0.440803148,2268586.339587575,148339,4280960
"FmIndex<i64, FlatTextWithRankSupport<i64>>",2625399568,120.697275765,6,Batch,0.437596536,2285210.0456297947,148339,4280960
"FmIndex<i64, FlatTextWithRankSupport<i64>>",2625399568,120.697275765,6,Sequential,0.697129827,1434453.0405525167,148339,4280960
"FmIndex<i64, FlatTextWithRankSupport<i64>>",2625399568,120.697275765,12,Prefetch,0.315656056,3168005.1150357146,148339,4280960
"FmIndex<i64, FlatTextWithRankSupport<i64>>",2625399568,120.697275765,12,Batch,0.311695461,3208259.744276481,148339,4280960
"FmIndex<i64, FlatTextWithRankSupport<i64>>",2625399568,120.697275765,12,Sequential,0.406648387,2459126.93119818,148339,4280960
"FmIndex<i64, FlatTextWithRankSupport<i64, Block512>>",2038814048,120.880454108,1,Prefetch,3.331556087,300160.03749781684,148339,4280960
"FmIndex<i64, FlatTextWithRankSupport<i64, Block512>>",2038814048,120.880454108,1,Batch,3.349333612,298566.8541399393,148339,4280960
"FmIndex<i64, FlatTextWithRankSupport<i64, Block512>>",2038814048,120.880454108,1,Sequential,4.501484758,222148.92502363992,148339,4280960
