ranker,sigma,n,rel_size,count4,latency_1,loop_1,stream_1,latency_3,loop_3,stream_3,latency_6,loop_6,stream_6,latency_12,loop_12,stream_12,latency_24,loop_24,stream_24,latency_48,loop_48,stream_48,latency_96,loop_96,stream_96,latency_192,loop_192,stream_192
"CondensedTextWithRankSupport<i64>",2,17179869184,1.502,0,145.02924,25.49038,23.84562,49.16612,8.59221,7.97100,24.76727,4.36277,4.03669,12.52297,2.23344,2.06929,6.35540,1.20074,1.10039,3.33534,0.72413,0.63829,1.81387,0.50654,0.49884,0.99092,0.48971,0.47322
"CondensedTextWithRankSupport<i64, Block512>",2,17179869184,1.064,0,145.79366,30.25686,22.96469,49.66513,10.13775,7.73252,24.91187,5.11532,3.88666,12.64399,2.61596,1.99433,6.38169,1.36826,1.01901,3.28401,0.76068,0.56886,1.74197,0.47583,0.39477,0.95276,0.44089,0.38213
"RankSelect101111",2,17179869184,1.031,0,142.78947,34.92878,26.30335,47.81197,11.61209,8.84182,24.05316,5.91274,4.45807,12.14254,2.96852,2.26220,6.08116,1.54899,1.15940,3.13710,0.81853,0.62658,1.65639,0.48694,0.39474,0.92406,0.44720,0.36103
"Rank9",2,17179869184,1.250,0,142.27155,21.59063,19.34870,48.29662,7.26245,6.48500,24.30177,3.69487,3.29598,12.29977,1.89586,1.69187,6.21795,1.03146,0.93080,3.30436,0.63705,0.56443,1.78891,0.47785,0.45740,0.97582,0.46697,0.45883
"RankSmall<2, 9>",2,17179869184,1.188,0,145.48700,23.46606,20.45235,48.72833,7.90411,6.87042,24.50599,3.98355,3.49964,12.41967,2.07552,1.81589,6.27589,1.13948,0.99018,3.32783,0.69663,0.59986,1.80531,0.50947,0.47692,0.98850,0.49462,0.47674
"RankSmall<1, 9>",2,17179869184,1.125,0,144.05201,29.26227,19.86674,48.50571,9.81693,6.71084,24.38229,4.99845,3.41862,12.25984,2.54264,1.75578,6.19466,1.34116,0.94044,3.27122,0.77863,0.55656,1.75996,0.49967,0.43213,0.95527,0.47031,0.43076
"RankSmall<1, 10>",2,17179869184,1.063,0,146.07271,38.85122,27.01436,48.85544,13.08057,9.14402,24.55805,6.61329,4.61635,12.39092,3.37265,2.36071,6.26213,1.74648,1.21733,3.24876,0.96952,0.67262,1.72982,0.60121,0.45665,0.97624,0.53985,0.44343
"RankSmall<1, 11>",2,17179869184,1.031,0,141.55374,44.93855,29.93378,48.53433,15.30745,10.04655,24.36691,7.69341,5.03321,12.27242,3.88845,2.56859,6.13625,1.93994,1.30538,3.11280,1.04266,0.69907,1.63592,0.60357,0.42402,0.90687,0.52729,0.40222
"RankSmall<3, 13>",2,17179869184,1.016,0,150.58312,64.37207,55.06422,50.72285,21.74956,18.46775,25.56011,10.95475,9.30480,12.93065,5.53200,4.70770,6.56503,2.84352,2.42441,3.41248,1.51356,1.28785,1.79676,0.86111,0.71123,0.98849,0.73585,0.58034
"Ranker<BinaryBlock64x2>",2,17179869184,1.333,0,137.91632,19.37494,11.70582,45.97742,6.39527,3.93746,22.92642,3.29278,1.99794,11.56543,1.67220,1.03258,5.77743,0.87433,0.55231,2.92128,0.49432,0.32343,1.55529,0.29351,0.25129,0.84327,0.28112,0.25036
"Ranker<BinaryBlock32x2>",2,17179869184,1.143,0,135.90095,24.14827,12.05567,45.43522,8.12794,4.09152,22.95225,4.11165,2.09193,11.50900,2.08410,1.07047,5.79290,1.08303,0.56813,2.92407,0.59428,0.32914,1.54610,0.34145,0.25135,0.84011,0.30614,0.24898
"Ranker<BinaryBlock16x2>",2,17179869184,1.067,0,139.34033,22.07401,13.11679,45.80085,7.43752,4.42762,23.02085,3.74255,2.23216,11.58002,1.89992,1.14676,5.82819,0.97940,0.60353,2.94895,0.53658,0.34446,1.54684,0.32165,0.25366,0.83701,0.29913,0.24932
"Ranker<BinaryBlock16>",2,17179869184,1.033,0,137.57128,24.46404,14.09442,46.42787,8.20004,4.75679,23.17752,4.15374,2.38731,11.64982,2.09285,1.22227,5.81905,1.07824,0.64159,2.94587,0.58667,0.36318,1.55116,0.34478,0.25980,0.83835,0.30802,0.24949
"Ranker<BinaryBlock16Spider>",2,17179869184,1.033,0,136.03953,34.95398,11.94195,45.06522,11.75673,4.00628,22.59027,5.91463,2.02084,11.38535,2.98360,1.02290,5.70307,1.51000,0.52551,2.88338,0.78623,0.30464,1.52028,0.45128,0.25393,0.82784,0.41683,0.25078
"RSQVector<RSSupportPlain>",4,8589934592,1.125,1,151.27710,143.21648,21.16472,50.62225,47.52918,7.10318,25.47081,23.78725,3.58961,12.85845,12.09908,1.82734,6.48370,6.10891,0.97356,3.38247,3.21221,0.60446,1.82159,1.70692,0.46409,1.17394,1.15459,0.43601
"RSQVector<RSSupportPlain>",4,8589934592,1.125,0,146.21224,62.39590,26.69141,49.28199,21.09303,9.01506,24.77853,10.67196,4.52943,12.52155,5.47088,2.31629,6.31791,2.83295,1.21809,3.31861,1.49289,0.70003,1.78709,0.84502,0.47051,1.03787,0.80268,0.43897
"RSQVector<RSSupportPlain<512>>",4,8589934592,1.063,1,170.48275,161.82323,32.29359,57.00261,55.00780,10.77435,28.69712,27.59436,5.42567,14.42719,13.97235,2.73656,7.22511,7.00193,1.39407,3.68684,3.59248,0.78741,1.97547,1.92665,0.68864,1.19016,1.18140,0.66097
"RSQVector<RSSupportPlain<512>>",4,8589934592,1.063,0,151.28105,85.75789,35.41631,51.03608,28.59527,11.85891,25.67294,14.54932,6.02770,12.97325,7.18824,3.03148,6.54455,3.73855,1.59207,3.39040,1.97850,0.91485,1.81237,1.09812,0.65410,1.05493,0.98145,0.64169
"FlatTextWithRankSupport<i64>",4,8589934592,2.669,1,146.04196,20.67407,31.88783,48.76951,6.95866,10.74091,24.71294,3.54368,5.42388,12.50432,1.81772,2.72488,6.33466,0.97602,1.31270,3.22903,0.59172,0.75767,1.69005,0.41252,0.47336,0.94313,0.39133,0.40206
"FlatTextWithRankSupport<i64>",4,8589934592,2.669,0,135.56984,27.50470,12.23437,45.57913,9.31110,4.11898,22.86775,4.69054,2.09423,11.62134,2.35098,1.07045,5.83068,1.21402,0.55440,2.96535,0.64899,0.32829,1.55895,0.37740,0.29948,0.86362,0.33919,0.28945
"FlatTextWithRankSupport<i64, Block512>",4,8589934592,2.066,1,168.38917,63.40172,46.95618,57.37915,21.65098,16.11102,29.04284,11.06123,8.20354,14.72185,5.71675,4.27950,7.67182,3.03485,2.32119,3.97222,1.78568,1.39268,2.11085,1.10705,1.19595,1.24123,1.06533,1.08202
"FlatTextWithRankSupport<i64, Block512>",4,8589934592,2.066,0,140.66777,26.24872,12.81767,47.09355,8.78714,4.29996,23.74540,4.44156,2.17059,11.99084,2.23300,1.10117,6.02192,1.14428,0.56686,3.05920,0.61814,0.32622,1.60666,0.36061,0.26344,0.87855,0.33534,0.25637
"CondensedTextWithRankSupport<i64>",4,8589934592,1.502,1,149.33733,60.44950,29.68795,50.27038,20.32084,10.02765,25.44017,10.20613,5.08780,12.91374,5.17183,2.62526,6.57184,2.65844,1.37684,3.39394,1.41539,0.78307,1.83514,0.81165,0.51934,1.00684,0.80606,0.48293
"CondensedTextWithRankSupport<i64>",4,8589934592,1.502,0,146.81326,37.35417,26.36067,49.48790,12.54049,8.89062,24.93361,6.35334,4.49729,12.64641,3.24662,2.31702,6.42255,1.69385,1.22446,3.36375,0.94903,0.69659,1.82435,0.58733,0.49289,0.99502,0.53653,0.47544
"CondensedTextWithRankSupport<i64, Block512>",4,8589934592,1.064,1,165.60111,83.04504,37.92257,55.71791,27.84983,12.77325,28.12856,14.09680,6.46072,14.25656,7.17906,3.32590,7.20679,3.65005,1.72797,3.67787,1.91224,0.97586,1.95618,1.09610,0.68820,1.11152,1.01011,0.65865
"CondensedTextWithRankSupport<i64, Block512>",4,8589934592,1.064,0,161.72614,38.27496,31.65147,54.53676,12.90747,10.68305,27.55978,6.54118,5.40838,13.91480,3.37799,2.77694,7.04732,1.79368,1.45889,3.60641,1.05649,0.85093,1.90841,0.72518,0.65477,1.08018,0.67885,0.64829
"Ranker<QuadBlock64, ShiftSB, SimdCount11B>",4,8589934592,2.000,1,140.38630,21.51006,11.27776,46.65822,7.24107,3.79794,23.39305,3.64741,1.91909,11.87540,1.85597,0.99692,5.93682,0.96037,0.53983,3.00421,0.52532,0.31928,1.59644,0.32263,0.25292,0.87361,0.31910,0.25225
"Ranker<QuadBlock64, ShiftSB, SimdCount11B>",4,8589934592,2.000,0,134.63105,26.50245,12.16036,44.74548,8.89529,4.08184,22.50857,4.62379,2.08008,11.41528,2.35332,1.07975,5.72462,1.22079,0.57361,2.89191,0.66262,0.33241,1.53643,0.37883,0.25513,0.84728,0.33515,0.25309
"Ranker<QuadBlock24_8, ShiftSB, SimdCount11B>",4,8589934592,1.333,1,140.84571,26.10845,12.38267,47.19011,8.62421,4.16984,23.57768,4.30995,2.11212,11.91579,2.23887,1.09226,5.97533,1.16103,0.57741,3.02233,0.62472,0.33218,1.59826,0.35482,0.25285,0.86354,0.36839,0.25126
"Ranker<QuadBlock24_8, ShiftSB, SimdCount11B>",4,8589934592,1.333,0,135.67775,30.68464,13.65536,45.37608,10.42586,4.61122,22.66801,5.24811,2.32370,11.46348,2.73309,1.19849,5.74525,1.41682,0.62852,2.87102,0.75720,0.35604,1.53265,0.42680,0.25795,0.83525,0.37238,0.25137
"Ranker<QuadBlock16, ShiftSB, NoCount>",4,8589934592,1.144,1,141.18923,34.24500,14.12318,47.27580,11.45624,4.72517,23.81945,5.78049,2.39943,12.02907,2.93721,1.22571,6.05102,1.49576,0.64211,3.06655,0.78639,0.36133,1.60426,0.44620,0.25757,0.86248,0.44250,0.25155
"Ranker<QuadBlock16, ShiftSB, NoCount>",4,8589934592,1.144,0,136.79259,34.08590,15.01123,45.23450,11.37926,5.07252,22.90601,5.70961,2.55404,11.49488,2.88318,1.30342,5.76945,1.47212,0.68351,2.94584,0.77289,0.38364,1.54140,0.43947,0.26331,0.83891,0.42297,0.25340
"RSNarrow",2,34359738368,1.250,0,162.67268,27.82955,19.23937,54.05238,9.38190,6.46296,27.28798,4.75153,3.28134,13.82533,2.45399,1.71042,6.95547,1.30257,0.92786,3.64189,0.75753,0.57567,1.94964,0.52037,0.47299,1.05627,0.49590,0.47439
"RSWide",2,34359738368,1.031,0,151.77679,32.06272,18.95668,51.68638,10.74545,6.38890,25.96457,5.46795,3.20936,13.11057,2.75996,1.63324,6.58865,1.40208,0.86050,3.39955,0.79201,0.48648,1.79969,0.46521,0.36677,1.00626,0.43533,0.36389
"CondensedTextWithRankSupport<i64>",2,34359738368,1.502,0,147.56994,25.85824,23.94192,49.89331,8.57931,8.12865,25.03485,4.40745,4.11068,12.72435,2.24866,2.11844,6.49547,1.22508,1.12781,3.39384,1.01321,0.99916,1.85198,1.00184,0.99646,1.05910,0.99247,0.99567
"CondensedTextWithRankSupport<i64, Block512>",2,34359738368,1.064,0,148.29691,30.40670,24.38033,50.49863,10.26277,8.19515,25.31517,5.19212,4.11158,12.79617,2.65443,2.11757,6.49283,1.40162,1.11190,3.37774,0.80472,0.61740,1.81018,0.51958,0.45069,0.98785,0.48944,0.44208
"RankSelect101111",2,34359738368,1.031,0,144.92427,35.84661,26.96107,49.09121,12.07124,9.08891,24.66302,6.07743,4.59328,12.39599,3.03338,2.30647,6.26202,1.59780,1.20195,3.27751,0.86640,0.66338,1.75072,0.54249,0.44951,0.97112,0.50258,0.43259
"Rank9",2,34359738368,1.250,0,143.52349,21.78342,19.64354,48.96297,7.35078,6.63137,24.61330,3.75287,3.33434,12.40055,1.91896,1.72049,6.29032,1.04899,0.94421,3.33942,0.64752,0.57742,1.81771,0.49153,0.47172,1.00330,0.48105,0.47357
"RankSmall<2, 9>",2,34359738368,1.188,0,145.00586,23.52171,20.97379,49.48635,7.95790,7.06950,24.83218,4.05062,3.58217,12.52604,2.10719,1.86369,6.35689,1.16401,1.02048,3.37398,0.71286,0.62217,1.84216,0.53110,0.49968,1.02098,0.51743,0.49983
"RankSmall<1, 9>",2,34359738368,1.125,0,145.53889,29.51003,20.78522,49.04408,9.93744,6.98259,24.61595,5.03846,3.53907,12.41203,2.55981,1.81736,6.28492,1.36309,0.98419,3.33494,0.80283,0.58583,1.80585,0.52427,0.46040,0.99122,0.49650,0.46048
"RankSmall<1, 10>",2,34359738368,1.063,0,146.61780,39.34911,27.85925,49.75338,13.28138,9.35725,24.91199,6.72171,4.74088,12.59798,3.40904,2.41140,6.37965,1.78246,1.25725,3.35673,1.00489,0.70577,1.80261,0.63549,0.50508,1.01643,0.58289,0.49795
"RankSmall<1, 11>",2,34359738368,1.031,0,145.24255,46.26256,30.71019,49.40643,15.52404,10.32240,24.73871,7.87401,5.21815,12.50727,3.94519,2.64284,6.29972,2.03494,1.36465,3.26080,1.10161,0.73842,1.73118,0.65378,0.47608,0.99241,0.58024,0.47251
"RankSmall<3, 13>",2,34359738368,1.016,0,153.26714,65.51147,55.65255,51.83337,22.26456,18.71490,26.12016,11.17747,9.41720,13.21172,5.66586,4.77018,6.70824,2.92325,2.46335,3.51069,1.56876,1.31774,1.86921,0.90807,0.73117,1.05526,0.78814,0.61609
"Ranker<BinaryBlock64x2>",2,34359738368,1.333,0,137.91685,19.42347,11.82645,46.07065,6.50878,3.96742,23.13779,3.28233,2.03014,11.66972,1.67758,1.04497,5.85594,0.87513,0.56003,2.96702,0.50001,0.32809,1.58007,0.30262,0.26567,0.87089,0.28629,0.26399
"Ranker<BinaryBlock32x2>",2,34359738368,1.143,0,139.42685,24.16804,12.41013,46.31803,8.17106,4.15508,23.23388,4.11275,2.12973,11.62304,2.09216,1.08789,5.87791,1.08780,0.57829,2.97091,0.59868,0.33502,1.57365,0.34512,0.25563,0.86733,0.31230,0.25320
"Ranker<BinaryBlock16x2>",2,34359738368,1.067,0,140.29405,22.34558,13.44228,46.56382,7.46012,4.51083,23.32863,3.75600,2.28560,11.70779,1.89968,1.16755,5.92761,0.98474,0.61712,3.00724,0.53808,0.35214,1.57471,0.32601,0.25923,0.86525,0.30534,0.25425
"Ranker<BinaryBlock16>",2,34359738368,1.033,0,135.70615,24.49516,14.39101,46.22623,8.22671,4.84319,23.30752,4.14170,2.44084,11.75759,2.00826,1.20689,5.92221,1.07975,0.65428,3.00505,0.58317,0.37128,1.58132,0.34691,0.26459,0.86591,0.31438,0.25470
"Ranker<BinaryBlock16Spider>",2,34359738368,1.033,0,133.69843,35.16497,12.14349,45.46609,11.79275,4.06933,22.82280,5.92631,2.05650,11.51007,2.99184,1.04132,5.80033,1.51231,0.53891,2.94621,0.79533,0.31599,1.55113,0.45093,0.25924,0.85535,0.42421,0.25555
