ranker,sigma,n,rel_size,count4,latency_1,loop_1,stream_1,latency_3,loop_3,stream_3,latency_6,loop_6,stream_6,latency_12,loop_12,stream_12,latency_24,loop_24,stream_24,latency_48,loop_48,stream_48,latency_96,loop_96,stream_96,latency_192,loop_192,stream_192
"CondensedTextWithRankSupport<i64>",4,131072,1.506,1,8.73159,8.24751,10.23759,2.92529,2.75235,3.41661,1.46007,1.37698,1.70977,0.73380,0.68976,0.86615,0.37229,0.35087,0.46899,0.19179,0.18188,0.24113,0.11820,0.11338,0.14729,0.11042,0.11002,0.13516
"CondensedTextWithRankSupport<i64>",4,131072,1.506,0,6.41767,3.02090,5.63133,2.14452,1.01265,1.88093,1.07308,0.50714,0.94070,0.53675,0.25413,0.47109,0.27031,0.12829,0.23775,0.13730,0.06925,0.12327,0.07629,0.04366,0.07612,0.05820,0.04527,0.07726
"CondensedTextWithRankSupport<i64, Block512>",4,131072,1.072,1,14.35502,9.07168,12.03711,4.79572,3.02359,4.01558,2.39955,1.51229,2.01891,1.20000,0.76129,1.01862,0.60992,0.38382,0.51081,0.30842,0.20983,0.26798,0.18606,0.13221,0.16830,0.13774,0.13149,0.16391
"CondensedTextWithRankSupport<i64, Block512>",4,131072,1.072,0,16.90962,8.84608,11.58895,5.64535,2.95151,3.86622,2.82384,1.47809,1.93538,1.41242,0.74724,0.98030,0.71686,0.37530,0.49188,0.36170,0.19539,0.25253,0.21777,0.12131,0.15712,0.13045,0.09846,0.13378
"Ranker<QuadBlock64, ShiftSB, SimdCount11B>",4,131072,2.002,1,13.13363,2.04672,2.20076,4.39319,0.68634,0.73940,2.19635,0.34418,0.37007,1.09835,0.17425,0.18615,0.55651,0.09107,0.09663,0.28428,0.05236,0.05709,0.14538,0.03716,0.04058,0.08916,0.03848,0.03934
"Ranker<QuadBlock64, ShiftSB, SimdCount11B>",4,131072,2.002,0,7.76522,2.47351,2.78517,2.59407,0.83494,0.93145,1.29911,0.41840,0.46709,0.64999,0.20926,0.23364,0.32609,0.10569,0.11788,0.16519,0.06016,0.06437,0.09238,0.03871,0.04158,0.06127,0.03988,0.04278
"Ranker<QuadBlock24_8, ShiftSB, SimdCount11B>",4,131072,1.334,1,14.90370,2.77614,3.83377,4.97370,0.92972,1.27947,2.48852,0.46619,0.64051,1.24519,0.23864,0.32453,0.63597,0.12176,0.16453,0.32144,0.06891,0.09004,0.16467,0.04549,0.05813,0.09884,0.04642,0.05943
"Ranker<QuadBlock24_8, ShiftSB, SimdCount11B>",4,131072,1.334,0,8.77271,3.51122,4.12390,2.93258,1.17329,1.37774,1.46887,0.58919,0.68802,0.73473,0.29467,0.34499,0.36860,0.15065,0.17589,0.18937,0.07948,0.09133,0.10354,0.05046,0.05980,0.07191,0.04990,0.05763
"Ranker<QuadBlock16, ShiftSB, NoCount>",4,131072,1.146,1,15.70030,3.38944,4.11184,5.24005,1.13488,1.37114,2.62259,0.56955,0.68672,1.31186,0.28773,0.34685,0.66922,0.14565,0.17479,0.33840,0.08249,0.09798,0.17604,0.05367,0.06471,0.10818,0.05484,0.06547
"Ranker<QuadBlock16, ShiftSB, NoCount>",4,131072,1.146,0,9.38872,4.18827,4.81139,3.14219,1.40016,1.60728,1.57181,0.70012,0.80456,0.78600,0.35147,0.40301,0.39691,0.18044,0.20902,0.20319,0.09344,0.10761,0.10861,0.05725,0.06712,0.08097,0.05862,0.06643
"RSNarrow",2,524288,1.251,0,6.48671,2.12922,2.54017,2.16352,0.71580,0.84906,1.08380,0.35554,0.42704,0.54172,0.17925,0.21406,0.27227,0.09198,0.10868,0.13821,0.05060,0.05945,0.07497,0.03495,0.03897,0.05241,0.03491,0.03921
"RSWide",2,524288,1.033,0,11.53620,3.92257,4.62808,3.85341,1.31218,1.54537,1.92897,0.66035,0.77789,0.96589,0.33060,0.39108,0.48877,0.16872,0.19851,0.24884,0.09126,0.10618,0.13416,0.05792,0.06637,0.08650,0.05254,0.06222
"CondensedTextWithRankSupport<i64>",2,524288,1.504,0,6.59230,1.99095,4.75957,2.20609,0.67310,1.59242,1.10364,0.33317,0.80373,0.55237,0.16981,0.40113,0.27717,0.08761,0.20158,0.14075,0.05090,0.10586,0.07656,0.03495,0.06652,0.05311,0.03407,0.06468
"CondensedTextWithRankSupport<i64, Block512>",2,524288,1.067,0,11.76002,3.31676,5.63200,3.93167,1.10935,1.88026,1.96671,0.55669,0.94381,0.98409,0.27742,0.47049,0.49796,0.14113,0.23956,0.25295,0.08046,0.13078,0.13614,0.05324,0.08258,0.08571,0.05404,0.08421
"RankSelect101111",2,524288,1.032,0,8.73073,7.73007,8.93497,2.92192,2.58247,2.97919,1.46102,1.29291,1.49382,0.73148,0.64753,0.75781,0.37076,0.32951,0.38039,0.18852,0.16704,0.19326,0.11287,0.10015,0.11719,0.08082,0.07511,0.09429
"Rank9",2,524288,1.251,0,5.77404,1.57697,1.98806,1.93048,0.53411,0.66553,0.96728,0.26918,0.33352,0.48371,0.15267,0.16746,0.24351,0.07722,0.08525,0.12360,0.04238,0.04916,0.06740,0.03252,0.03542,0.04776,0.03217,0.03472
"RankSmall<2, 9>",2,524288,1.189,0,6.01952,1.75148,2.23469,2.01381,0.59247,0.74950,1.00903,0.29688,0.37504,0.50433,0.14952,0.18870,0.25379,0.08079,0.09542,0.12862,0.04467,0.05360,0.07004,0.03314,0.03558,0.04911,0.03270,0.03658
"RankSmall<1, 9>",2,524288,1.126,0,7.32845,4.85320,5.47358,2.44958,1.62315,1.82820,1.22737,0.81504,0.91492,0.61339,0.40839,0.45876,0.30815,0.20661,0.23366,0.15736,0.10771,0.12122,0.09413,0.06687,0.07526,0.06441,0.05153,0.05952
"RankSmall<1, 10>",2,524288,1.064,0,9.62417,7.65056,8.18613,3.21624,2.55358,2.73216,1.61000,1.27893,1.36772,0.80553,0.64020,0.69361,0.40858,0.32597,0.34927,0.20744,0.16605,0.17870,0.12222,0.10094,0.10878,0.08203,0.07588,0.08276
"RankSmall<1, 11>",2,524288,1.032,0,10.81596,9.43027,9.62628,3.61146,3.14728,3.21246,1.80670,1.57498,1.61481,0.90336,0.79227,0.81756,0.45926,0.40145,0.41069,0.23235,0.20353,0.20910,0.13850,0.12302,0.12603,0.09645,0.09089,0.09800
"RankSmall<3, 13>",2,524288,1.017,0,13.33161,11.98812,12.57962,4.45108,3.99879,4.19498,2.23225,2.00206,2.10279,1.11584,1.06477,1.06489,0.56686,0.53549,0.53552,0.28701,0.27088,0.27185,0.17102,0.16033,0.16350,0.12706,0.12075,0.13359
"Ranker<BinaryBlock64x2>",2,524288,1.334,0,10.41451,2.15901,2.56773,3.47799,0.72187,0.85847,1.74020,0.36123,0.42943,0.87044,0.18278,0.21557,0.43708,0.09328,0.10981,0.22444,0.05042,0.06079,0.11488,0.03484,0.03844,0.06943,0.03414,0.03886
"Ranker<BinaryBlock32x2>",2,524288,1.144,0,10.57007,2.40211,2.79139,3.53084,0.80416,0.93377,1.76658,0.40401,0.46710,0.88378,0.20230,0.23474,0.44359,0.10381,0.11996,0.22802,0.05788,0.06658,0.11655,0.03792,0.04242,0.07223,0.03767,0.04243
"Ranker<BinaryBlock16x2>",2,524288,1.068,0,10.50927,2.23545,3.02490,3.51036,0.75072,1.01035,1.75607,0.37531,0.50566,0.87853,0.18908,0.25369,0.44100,0.09640,0.12924,0.22656,0.05395,0.07142,0.11526,0.03711,0.04515,0.07098,0.03564,0.04665
"Ranker<BinaryBlock16>",2,524288,1.034,0,12.73885,2.55352,3.42851,4.25354,0.85452,1.14587,2.12921,0.42813,0.57360,1.06393,0.21404,0.29000,0.54180,0.10830,0.14635,0.27488,0.06097,0.07844,0.13980,0.04006,0.05044,0.08566,0.04065,0.05155
"Ranker<BinaryBlock16Spider>",2,524288,1.034,0,12.01530,9.89768,10.30330,4.01413,3.30144,3.43903,2.00678,1.65365,1.72280,1.00389,0.83654,0.87249,0.50946,0.42166,0.43958,0.25802,0.21345,0.22233,0.15156,0.12795,0.13527,0.09806,0.08760,0.09624
"RSQVector<RSSupportPlain>",4,262144,1.128,1,14.01773,13.78263,14.20191,4.67375,4.60487,4.74497,2.33876,2.30341,2.37372,1.17097,1.16567,1.20282,0.59867,0.58739,0.61349,0.30033,0.29621,0.30820,0.17965,0.17783,0.18553,0.17167,0.17005,0.17625
"RSQVector<RSSupportPlain>",4,262144,1.128,0,9.11063,6.70406,6.96034,3.06493,2.25447,2.35963,1.54144,1.12961,1.18210,0.77006,0.56400,0.59721,0.38927,0.28782,0.29997,0.19718,0.14557,0.15132,0.11030,0.08715,0.09179,0.09527,0.08581,0.08990
"RSQVector<RSSupportPlain<512>>",4,262144,1.066,1,29.03348,28.98154,29.67093,9.68478,9.66660,9.89504,4.84634,4.83559,4.96566,2.45300,2.44763,2.50598,1.23142,1.22951,1.25914,0.62218,0.62060,0.63754,0.36627,0.36351,0.37229,0.35383,0.35280,0.36421
"RSQVector<RSSupportPlain<512>>",4,262144,1.066,0,12.79212,11.47274,12.21064,4.26597,3.83016,4.07034,2.14420,1.91899,2.04692,1.07119,0.97021,1.03457,0.54261,0.48739,0.51910,0.27942,0.25068,0.27033,0.16522,0.15100,0.16215,0.14433,0.13906,0.14949
"FlatTextWithRankSupport<i64>",4,262144,2.671,1,11.21044,1.96718,4.25955,3.74509,0.65583,1.42208,1.87374,0.32914,0.71194,0.93603,0.16557,0.35655,0.47071,0.08466,0.18093,0.24072,0.05224,0.10123,0.12561,0.03621,0.06627,0.07993,0.03700,0.06824
"FlatTextWithRankSupport<i64>",4,262144,2.671,0,7.89401,2.37417,4.20017,2.64727,0.79766,1.40430,1.32547,0.39969,0.70507,0.66191,0.20076,0.35348,0.33203,0.10128,0.18068,0.16927,0.05721,0.09447,0.08940,0.03719,0.06022,0.06051,0.03941,0.06187
"FlatTextWithRankSupport<i64, Block512>",4,262144,2.070,1,19.15361,8.44992,9.29273,6.40388,2.81830,3.10047,3.20287,1.41062,1.55185,1.60396,0.70990,0.78009,0.81270,0.35656,0.38987,0.41068,0.20217,0.22872,0.23904,0.13671,0.15875,0.17350,0.13757,0.17498
"FlatTextWithRankSupport<i64, Block512>",4,262144,2.070,0,14.68598,3.12283,4.58197,4.91002,1.04487,1.52484,2.45728,0.52313,0.77598,1.22872,0.26372,0.38892,0.62640,0.13287,0.19712,0.31697,0.07589,0.11039,0.16226,0.04970,0.07087,0.10120,0.05138,0.07337
"CondensedTextWithRankSupport<i64>",4,262144,1.504,1,9.18039,8.52729,10.26181,3.06505,2.84756,3.42294,1.53263,1.42521,1.85894,0.76994,0.71297,0.93638,0.38764,0.36178,0.47058,0.20080,0.18774,0.24313,0.12397,0.11626,0.14911,0.11142,0.11123,0.13586
"CondensedTextWithRankSupport<i64>",4,262144,1.504,0,7.11845,3.09402,5.67051,2.38339,1.03791,1.89330,1.19326,0.51872,0.94810,0.59645,0.25996,0.47495,0.29969,0.13115,0.24074,0.15297,0.07173,0.12461,0.08395,0.04489,0.07720,0.06023,0.04715,0.07836
"CondensedTextWithRankSupport<i64, Block512>",4,262144,1.068,1,15.00488,9.14025,12.05605,5.02284,3.06282,4.07681,2.51229,1.53180,2.03695,1.25611,0.77007,1.02535,0.63712,0.38790,0.51461,0.32518,0.21175,0.26944,0.19455,0.13418,0.16927,0.13942,0.13216,0.16622
"CondensedTextWithRankSupport<i64, Block512>",4,262144,1.068,0,17.14983,8.87325,11.58925,5.72965,2.96191,3.86798,2.86539,1.48118,1.93879,1.43389,0.74900,0.98046,0.72698,0.37666,0.49199,0.36676,0.19687,0.25418,0.22155,0.12232,0.15803,0.13235,0.09953,0.13453
"Ranker<QuadBlock64, ShiftSB, SimdCount11B>",4,262144,2.001,1,13.67071,2.06833,2.21269,4.57801,0.73191,0.77146,2.29698,0.36348,0.38503,1.14932,0.18315,0.19333,0.58433,0.09322,0.09688,0.29609,0.05411,0.05901,0.15137,0.03746,0.04057,0.09117,0.03813,0.03961
"Ranker<QuadBlock64, ShiftSB, SimdCount11B>",4,262144,2.001,0,7.90412,2.50534,2.79221,2.65445,0.84144,0.93230,1.32532,0.41984,0.46613,0.66279,0.21022,0.23385,0.33214,0.10622,0.11809,0.16876,0.06016,0.06422,0.09381,0.03939,0.04180,0.06201,0.04004,0.04295
"Ranker<QuadBlock24_8, ShiftSB, SimdCount11B>",4,262144,1.334,1,15.75941,2.79977,3.83145,5.26358,0.93898,1.28028,2.63317,0.46817,0.64130,1.31687,0.24025,0.32430,0.67169,0.12218,0.16346,0.33979,0.06978,0.09025,0.17316,0.04583,0.05831,0.10194,0.04655,0.05897
"Ranker<QuadBlock24_8, ShiftSB, SimdCount11B>",4,262144,1.334,0,9.41838,3.57586,4.11793,3.14193,1.19514,1.37357,1.57270,0.59751,0.68816,0.78726,0.29927,0.34531,0.39470,0.15294,0.17580,0.20292,0.08107,0.09219,0.10960,0.05125,0.06036,0.07312,0.05048,0.05790
"Ranker<QuadBlock16, ShiftSB, NoCount>",4,262144,1.145,1,16.35938,3.47274,4.11006,5.45662,1.16069,1.37080,2.73044,0.58156,0.68726,1.36511,0.29360,0.34655,0.69659,0.14853,0.17479,0.35261,0.08373,0.09881,0.18267,0.05484,0.06497,0.11079,0.05584,0.06599
"Ranker<QuadBlock16, ShiftSB, NoCount>",4,262144,1.145,0,10.17595,4.28577,4.81023,3.39902,1.43176,1.60729,1.70234,0.71810,0.80477,0.85152,0.36011,0.40467,0.43091,0.18463,0.20929,0.21950,0.09503,0.10800,0.11705,0.05909,0.06683,0.08245,0.05891,0.06693
"RSNarrow",2,1048576,1.251,0,6.89719,2.16053,2.55391,2.30127,0.72610,0.85400,1.15461,0.36632,0.42731,0.57558,0.18241,0.21478,0.28921,0.09258,0.10876,0.14643,0.05244,0.05961,0.07937,0.03518,0.03904,0.05661,0.03571,0.04032
"RSWide",2,1048576,1.032,0,11.73965,3.93539,4.63082,3.92130,1.31465,1.54543,1.96232,0.65852,0.77754,0.98183,0.33109,0.39353,0.49729,0.16933,0.19928,0.25299,0.09230,0.10657,0.13640,0.05792,0.06668,0.08730,0.05304,0.06228
"CondensedTextWithRankSupport<i64>",2,1048576,1.503,0,6.90707,2.01315,4.76408,2.31374,0.70287,1.59269,1.15799,0.33783,0.79685,0.57938,0.17835,0.40265,0.29034,0.08577,0.20413,0.14739,0.05128,0.10613,0.08006,0.03627,0.06692,0.05944,0.03596,0.06739
"CondensedTextWithRankSupport<i64, Block512>",2,1048576,1.066,0,12.01147,3.31190,5.62903,4.00974,1.11480,1.88493,2.00684,0.55677,0.94261,1.00325,0.27833,0.47534,0.50864,0.14220,0.24381,0.25834,0.08029,0.13139,0.14204,0.08477,0.13743,0.12149,0.06387,0.10094
"RankSelect101111",2,1048576,1.032,0,8.83325,7.72728,8.91662,2.95284,2.57803,2.97526,1.47821,1.29048,1.49028,0.73967,0.65623,0.75835,0.37545,0.32984,0.38108,0.19295,0.16775,0.19367,0.11645,0.10163,0.14521,0.10413,0.09408,0.11683
"Rank9",2,1048576,1.250,0,6.35736,1.67469,2.00158,2.12220,0.55955,0.66912,1.06215,0.28238,0.33710,0.53175,0.14146,0.16879,0.26748,0.07292,0.08600,0.13537,0.04467,0.05067,0.07315,0.03302,0.03445,0.05160,0.03259,0.03542
"RankSmall<2, 9>",2,1048576,1.188,0,6.62811,1.82250,2.24769,2.21714,0.64550,0.75757,1.10898,0.30964,0.37861,0.55428,0.16381,0.19065,0.27848,0.08052,0.09627,0.14134,0.04640,0.05525,0.07588,0.03344,0.03584,0.05342,0.03354,0.03784
"RankSmall<1, 9>",2,1048576,1.126,0,7.43876,4.82204,5.45620,2.48966,1.61101,1.82070,1.24595,0.80698,0.91249,0.62289,0.40482,0.45711,0.31234,0.20483,0.23251,0.15959,0.10717,0.12126,0.09526,0.06652,0.07537,0.06597,0.05213,0.05972
"RankSmall<1, 10>",2,1048576,1.063,0,9.70139,7.65176,8.19568,3.24405,2.55472,2.73107,1.62372,1.27854,1.36736,0.81153,0.63980,0.69386,0.41207,0.32575,0.34918,0.20864,0.16609,0.17832,0.12358,0.10123,0.10978,0.08391,0.07633,0.08324
"RankSmall<1, 11>",2,1048576,1.032,0,10.85790,9.40453,9.62916,3.62297,3.13837,3.21293,1.81438,1.57058,1.60850,0.90672,0.78960,0.81770,0.46041,0.40014,0.41234,0.23307,0.20343,0.20789,0.13950,0.12204,0.12687,0.09732,0.09118,0.09851
"RankSmall<3, 13>",2,1048576,1.016,0,13.24983,11.96529,12.49513,4.42391,3.99255,4.17023,2.21510,2.08221,2.08729,1.10892,1.05706,1.05763,0.56317,0.53169,0.53171,0.28482,0.26888,0.26956,0.17120,0.16005,0.16306,0.12792,0.12070,0.13412
"Ranker<BinaryBlock64x2>",2,1048576,1.333,0,10.78297,2.16384,2.57186,3.60147,0.72904,0.86106,1.80112,0.36358,0.43075,0.89978,0.18332,0.21607,0.45177,0.09372,0.11025,0.23212,0.05157,0.06038,0.11865,0.03380,0.03857,0.07330,0.03492,0.03944
"Ranker<BinaryBlock32x2>",2,1048576,1.143,0,10.96394,2.41168,2.79543,3.66455,0.81076,0.93536,1.83439,0.40407,0.46805,0.91632,0.20317,0.23479,0.46029,0.10309,0.11942,0.23566,0.05809,0.06443,0.12110,0.03812,0.04245,0.07491,0.03858,0.04263
"Ranker<BinaryBlock16x2>",2,1048576,1.067,0,10.92730,2.24588,3.02697,3.65447,0.75468,1.01105,1.82866,0.37911,0.50651,0.91358,0.18954,0.25383,0.45850,0.09670,0.12934,0.23556,0.05456,0.06934,0.11989,0.03586,0.04532,0.07361,0.03631,0.04680
"Ranker<BinaryBlock16>",2,1048576,1.033,0,12.77808,2.52670,3.35248,4.26927,0.84348,1.12031,2.13543,0.42236,0.55984,1.06694,0.21165,0.28291,0.54255,0.10662,0.14176,0.27574,0.06132,0.07638,0.13956,0.03979,0.04980,0.08636,0.04084,0.05128
"Ranker<BinaryBlock16Spider>",2,1048576,1.033,0,12.10701,9.90422,10.30441,4.04714,3.30357,3.44138,2.02502,1.65564,1.72199,1.01164,0.83745,0.87535,0.51306,0.42181,0.44142,0.25963,0.21418,0.22309,0.15246,0.12858,0.13536,0.09857,0.08795,0.09650
"RSQVector<RSSupportPlain>",4,524288,1.127,1,14.34501,14.06394,14.20239,4.78951,4.69351,4.74371,2.39523,2.34860,2.37261,1.19828,1.18719,1.20236,0.60694,0.59646,0.60438,0.30841,0.30302,0.30709,0.18361,0.17971,0.18323,0.17453,0.17313,0.17732
"RSQVector<RSSupportPlain>",4,524288,1.127,0,9.52063,6.84427,6.95146,3.18546,2.28553,2.31848,1.59395,1.14414,1.16210,0.79666,0.57207,0.58841,0.40427,0.29179,0.29650,0.20611,0.14844,0.15152,0.11471,0.08897,0.09236,0.10196,0.08951,0.09113
"RSQVector<RSSupportPlain<512>>",4,524288,1.064,1,29.08226,29.03828,29.66738,9.70362,9.68483,9.89440,4.85281,4.84574,4.96023,2.45592,2.45168,2.50582,1.23277,1.23151,1.25905,0.62204,0.62059,0.63444,0.36611,0.36396,0.37316,0.35460,0.35355,0.36227
"RSQVector<RSSupportPlain<512>>",4,524288,1.064,0,12.92978,11.53577,12.16159,4.31286,3.84952,4.05479,2.15896,1.92536,2.03035,1.07923,0.97372,1.02763,0.54762,0.48967,0.51659,0.27792,0.24815,0.26197,0.16650,0.15136,0.16013,0.14533,0.14071,0.15051
"FlatTextWithRankSupport<i64>",4,524288,2.669,1,11.87538,1.98531,4.25892,3.97305,0.67080,1.42446,1.98694,0.33413,0.71232,0.99084,0.16767,0.35662,0.49877,0.08665,0.18086,0.25452,0.05313,0.10149,0.13230,0.03668,0.06652,0.08448,0.03743,0.06899
"FlatTextWithRankSupport<i64>",4,524288,2.669,0,8.50710,2.48211,4.19884,2.86004,0.83506,1.40096,1.43051,0.41639,0.70139,0.71300,0.20834,0.35271,0.35671,0.10594,0.17836,0.18411,0.05869,0.09459,0.09545,0.03790,0.06033,0.06476,0.04069,0.06361
"FlatTextWithRankSupport<i64, Block512>",4,524288,2.069,1,19.78123,8.70373,9.38276,6.60751,2.90511,3.13101,3.30873,1.45350,1.56808,1.65801,0.73197,0.78897,0.83969,0.36805,0.39925,0.42271,0.20798,0.23142,0.24590,0.14403,0.16088,0.17897,0.14261,0.17997
"FlatTextWithRankSupport<i64, Block512>",4,524288,2.069,0,15.20713,3.20151,4.64153,5.08176,1.07076,1.53819,2.54162,0.53488,0.78070,1.27122,0.26895,0.39202,0.64695,0.13646,0.19768,0.32859,0.07727,0.11220,0.16728,0.05098,0.07127,0.10590,0.05290,0.07538
"CondensedTextWithRankSupport<i64>",4,524288,1.503,1,9.36629,8.67420,10.24828,3.13328,2.89610,3.41901,1.56996,1.44972,1.71239,0.78564,0.72457,0.93789,0.39636,0.36825,0.47061,0.20459,0.19221,0.24255,0.12631,0.11932,0.14813,0.11345,0.11307,0.13704
"CondensedTextWithRankSupport<i64>",4,524288,1.503,0,7.41767,3.10556,5.65583,2.48548,1.04369,1.88868,1.24385,0.52178,0.94609,0.62160,0.26124,0.47349,0.31150,0.13215,0.24062,0.15936,0.07229,0.12468,0.08690,0.04594,0.07730,0.06677,0.04924,0.08125
"CondensedTextWithRankSupport<i64, Block512>",4,524288,1.066,1,15.46360,9.25264,12.13828,5.17184,3.10069,4.05143,2.58647,1.54981,2.03189,1.29255,0.77986,1.02720,0.65617,0.39589,0.51423,0.33376,0.21463,0.27122,0.19897,0.13637,0.17072,0.14429,0.13642,0.17393
"CondensedTextWithRankSupport<i64, Block512>",4,524288,1.066,0,17.32210,8.90939,11.59705,5.78951,2.97005,3.86978,2.89551,1.48684,1.93630,1.44786,0.75102,0.98220,0.73352,0.37770,0.49590,0.36959,0.19778,0.25485,0.22373,0.12337,0.15900,0.13640,0.10072,0.13718
"Ranker<QuadBlock64, ShiftSB, SimdCount11B>",4,524288,2.001,1,14.08169,2.09519,2.21944,4.70207,0.70118,0.74482,2.35270,0.35594,0.37237,1.17469,0.17952,0.18855,0.59920,0.09250,0.09711,0.30309,0.05528,0.05810,0.15448,0.03796,0.04014,0.09724,0.04014,0.04134
"Ranker<QuadBlock64, ShiftSB, SimdCount11B>",4,524288,2.001,0,8.12019,2.59998,2.81521,2.72307,0.87236,0.94070,1.36346,0.43565,0.47014,0.68089,0.21761,0.23513,0.34085,0.10977,0.11856,0.17330,0.06233,0.06571,0.09577,0.04119,0.04228,0.06976,0.04415,0.04556
"Ranker<QuadBlock24_8, ShiftSB, SimdCount11B>",4,524288,1.334,1,16.24415,2.82048,3.83835,5.50121,0.97194,1.28375,2.75303,0.48376,0.64175,1.37534,0.24368,0.32424,0.69980,0.12274,0.16353,0.35204,0.06980,0.08950,0.17785,0.04646,0.05861,0.10642,0.04830,0.05968
"Ranker<QuadBlock24_8, ShiftSB, SimdCount11B>",4,524288,1.334,0,9.73798,3.60099,4.12059,3.25962,1.20324,1.37635,1.63188,0.60321,0.68872,0.81483,0.30179,0.34579,0.40940,0.15461,0.17710,0.20975,0.08162,0.09238,0.11257,0.05191,0.06004,0.07679,0.05258,0.05975
"Ranker<QuadBlock16, ShiftSB, NoCount>",4,524288,1.144,1,16.70644,3.51191,4.11747,5.57930,1.17800,1.37576,2.79013,0.58845,0.68863,1.39653,0.29690,0.34719,0.71191,0.15062,0.17514,0.35989,0.08406,0.09898,0.18616,0.05570,0.06547,0.11358,0.05728,0.06645
"Ranker<QuadBlock16, ShiftSB, NoCount>",4,524288,1.144,0,10.61461,4.34714,4.81975,3.55161,1.45214,1.60923,1.77803,0.72773,0.80578,0.88876,0.36336,0.40778,0.45082,0.18655,0.20716,0.22872,0.09656,0.10839,0.12115,0.05947,0.06749,0.08543,0.06207,0.06900
"RSNarrow",2,2097152,1.250,0,7.56054,2.27131,2.58537,2.52396,0.76061,0.86631,1.26215,0.38174,0.43528,0.62928,0.18958,0.21763,0.31503,0.09605,0.10969,0.15968,0.05346,0.06179,0.08645,0.03554,0.04131,0.06310,0.03870,0.04284
"RSWide",2,2097152,1.032,0,11.95780,3.95529,4.63563,3.99748,1.31799,1.54766,1.99977,0.66403,0.77882,0.99982,0.33162,0.39286,0.50654,0.16930,0.19846,0.25724,0.09210,0.10699,0.13855,0.05900,0.06742,0.09271,0.05435,0.06309
"CondensedTextWithRankSupport<i64>",2,2097152,1.502,0,8.00897,2.17266,4.80903,2.68860,0.73932,1.61120,1.34630,0.37050,0.80813,0.67055,0.18368,0.40417,0.33566,0.09248,0.20506,0.17134,0.05305,0.10733,0.09018,0.03983,0.06756,0.06402,0.03744,0.06923
"CondensedTextWithRankSupport<i64, Block512>",2,2097152,1.065,0,12.53110,3.49185,5.69893,4.18572,1.16805,1.90031,2.09358,0.58116,0.94963,1.04551,0.29062,0.48144,0.51618,0.14237,0.24021,0.26111,0.08153,0.13190,0.14103,0.05569,0.08499,0.08736,0.05553,0.08606
"RankSelect101111",2,2097152,1.031,0,8.91846,7.72643,8.93309,2.98384,2.59437,2.99056,1.49314,1.29658,1.49513,0.74482,0.65040,0.75770,0.37783,0.32888,0.38145,0.19167,0.16761,0.19417,0.11640,0.10085,0.11927,0.08411,0.07765,0.09562
"Rank9",2,2097152,1.250,0,6.92351,1.73499,2.02657,2.32068,0.59214,0.68323,1.16164,0.29686,0.34185,0.57877,0.14878,0.17281,0.29018,0.08046,0.08718,0.14680,0.04584,0.05062,0.07839,0.03335,0.03500,0.05624,0.03382,0.03678
"RankSmall<2, 9>",2,2097152,1.188,0,7.11037,1.90406,2.29580,2.38639,0.64770,0.76856,1.19467,0.32511,0.38357,0.59511,0.16700,0.19311,0.29807,0.08578,0.09746,0.15079,0.04816,0.05550,0.08085,0.03397,0.03773,0.05889,0.03509,0.04056
"RankSmall<1, 9>",2,2097152,1.125,0,7.74789,4.83467,5.46148,2.59625,1.61948,1.82293,1.29915,0.81083,0.91316,0.64816,0.40597,0.45715,0.32482,0.20558,0.23275,0.16567,0.10777,0.12150,0.09875,0.06721,0.07621,0.07246,0.05260,0.06095
"RankSmall<1, 10>",2,2097152,1.063,0,9.73919,7.65321,8.18756,3.25735,2.55609,2.73160,1.63021,1.27895,1.36819,0.81311,0.63943,0.69407,0.41200,0.32519,0.34911,0.20886,0.16625,0.17794,0.12441,0.10207,0.11031,0.08783,0.07792,0.08455
"RankSmall<1, 11>",2,2097152,1.032,0,10.86634,9.38933,9.63319,3.63823,3.13191,3.21407,1.81970,1.56734,1.61509,0.90831,0.78493,0.81643,0.46093,0.39889,0.41018,0.23310,0.20280,0.20830,0.14025,0.12382,0.12865,0.09994,0.09249,0.10027
"RankSmall<3, 13>",2,2097152,1.016,0,13.20114,11.93573,12.39371,4.40705,4.14805,4.13730,2.20653,2.08021,2.07024,1.10377,1.05321,1.04902,0.56005,0.52834,0.52671,0.28353,0.26666,0.26695,0.17120,0.16021,0.16422,0.13112,0.12421,0.13625
"Ranker<BinaryBlock64x2>",2,2097152,1.333,0,11.01406,2.17784,2.57746,3.68271,0.73233,0.86333,1.84159,0.36412,0.43277,0.91815,0.18392,0.21669,0.46185,0.09368,0.11060,0.23617,0.05090,0.06110,0.12098,0.03500,0.03868,0.07070,0.03509,0.03921
"Ranker<BinaryBlock32x2>",2,2097152,1.143,0,11.42086,2.50875,2.81379,3.82270,0.84001,0.94173,1.91183,0.41859,0.47100,0.95488,0.20938,0.23692,0.48121,0.10713,0.12046,0.24600,0.05951,0.06530,0.12581,0.03918,0.04326,0.07995,0.04009,0.04408
"Ranker<BinaryBlock16x2>",2,2097152,1.067,0,11.26565,2.28911,3.03009,3.76977,0.76982,1.01293,1.88689,0.38360,0.50631,0.94172,0.19172,0.25419,0.47236,0.09782,0.12910,0.24240,0.05500,0.06955,0.12351,0.03757,0.04583,0.07855,0.03769,0.04736
